239,117.0
240,188.0
241,123.0
242,116.0
243,115.0
244,119.0
245,502.0
246,800.0
247,259.0
248,162.0
249,186.0
250,86.0
251,205.0
252,548.0
253,198.0
254,190.0
255,439.0
256,270.0
257,104.0
258,205.0
259,283.0
260,144.0
261,121.0
262,149.0
263,212.0
264,416.0
265,216.0
266,208.0
267,178.0
268,164.0
269,201.0
270,202.0
271,99.0
272,117.0
273,157.0
274,192.0
275,174.0
276,115.0
277,163.0
278,171.0
279,194.0
280,158.0
281,180.0
282,180.0
283,183.0
284,116.0
285,114.0
286,115.0
287,118.0
288,105.0
289,128.0
290,125.0
291,186.0
292,130.0
293,94.0
294,130.0
295,132.0
296,267.0
297,136.0
298,176.0
299,136.0
300,145.0
301,183.0
302,136.0
303,126.0
304,516.0
305,129.0
306,132.0
307,213.0
308,119.0
309,356.0
310,121.0
311,119.0
312,121.0
313,123.0
314,1565.0
315,123.0
316,195.0
317,452.0
318,190.0
319,200.0
320,195.0
321,219.0
322,125.0
323,120.0
324,119.0
325,134.0
326,137.0
327,106.0
328,135.0
329,129.0
330,102.0
331,123.0
332,127.0
333,121.0
334,129.0
335,116.0
336,125.0
337,139.0
338,126.0
339,123.0
340,116.0
341,115.0
342,129.0
343,192.0
344,153.0
345,246.0
346,173.0
347,154.0
348,103.0
349,170.0
350,108.0
351,97.0
352,112.0
353,84.0
354,99.0
355,103.0
356,101.0
357,105.0
358,101.0
359,97.0
360,104.0
361,112.0
362,111.0
363,105.0
364,184.0
365,96.0
366,85.0
367,122.0
368,130.0
369,122.0
370,127.0
371,159.0
372,119.0
373,92.0
374,86.0
375,86.0
376,196.0
377,91.0
378,130.0
379,154.0
380,213.0
381,162.0
382,192.0
383,223.0
384,135.0
385,187.0
386,104.0
387,336.0
388,125.0
389,86.0
390,117.0
391,111.0
392,146.0
393,171.0
394,117.0
395,206.0
396,159.0
397,129.0
398,164.0
399,141.0
400,175.0
401,118.0
402,195.0
403,160.0
404,133.0
405,143.0
406,233.0
407,144.0
408,181.0
409,165.0
410,107.0
411,150.0
412,141.0
413,868.0
414,150.0
415,138.0
416,147.0
417,159.0
418,236.0
419,163.0
420,212.0
421,227.0
422,257.0
423,402.0
424,0.0
425,198.0
426,145.0
427,147.0
428,142.0
429,109.0
430,174.0
431,198.0
432,127.0
433,140.0
434,1193.0
435,139.0
436,197.0
437,197.0
438,192.0
439,385.0
440,193.0
441,216.0
442,396.0
443,197.0
444,176.0
445,199.0
446,119.0
447,209.0
448,186.0
449,771.0
450,191.0
451,200.0
452,206.0
453,301.0
454,217.0
455,223.0
456,217.0
457,143.0
458,185.0
459,112.0
460,361.0
461,123.0
462,154.0
463,103.0
464,142.0
465,134.0
466,216.0
467,95.0
468,131.0
469,492.0
470,175.0
471,178.0
472,131.0
473,140.0
474,86.0
475,218.0
476,119.0
477,831.0
478,144.0
479,761.0
480,1301.0
481,229.0
482,1261.0
483,771.0
484,396.0
485,254.0
486,361.0
487,91.0
488,176.0
489,185.0
490,183.0
491,173.0
492,147.0
493,224.0
494,154.0
495,156.0
496,157.0
497,142.0
498,133.0
499,156.0
500,159.0
501,126.0
502,141.0
503,151.0
504,244.0
505,128.0
506,111.0
507,199.0
508,616.0
509,265.0
510,121.0
511,150.0
512,97.0
513,213.0
514,88.0
515,483.0
516,134.0
517,127.0
518,188.0
519,112.0
520,107.0
521,137.0
522,122.0
523,153.0
524,115.0
525,143.0
526,123.0
527,122.0
528,121.0
529,142.0
530,133.0
531,1551.0
532,256.0
533,192.0
534,180.0
535,178.0
536,296.0
537,179.0
538,1028.0
539,122.0
540,182.0
541,374.0
542,231.0
543,150.0
544,192.0
545,188.0
546,193.0
547,189.0
548,291.0
549,187.0
550,252.0
551,257.0
552,183.0
553,509.0
554,210.0
555,286.0
556,755.0
557,177.0
558,612.0
559,565.0
560,1289.0
561,400.0
562,90.0
563,163.0
564,116.0
565,123.0
566,113.0
567,115.0
568,125.0
569,153.0
570,608.0
571,126.0
572,125.0
573,122.0
574,134.0
575,125.0
576,223.0
577,125.0
578,185.0
579,380.0
580,115.0
581,219.0
582,302.0
583,618.0
584,119.0
585,268.0
586,99.0
587,144.0
588,125.0
589,96.0
590,3759.0
591,203.0
592,368.0
593,119.0
594,117.0
595,140.0
596,133.0
597,135.0
598,140.0
599,126.0
600,135.0
601,137.0
602,123.0
603,322.0
604,119.0
605,109.0
606,113.0
607,115.0
608,94.0
609,90.0
610,122.0
611,121.0
612,126.0
613,534.0
614,127.0
615,151.0
616,120.0
617,129.0
618,151.0
619,120.0
620,97.0
621,121.0
622,83.0
623,126.0
624,84.0
625,284.0
626,170.0
627,147.0
628,156.0
629,129.0
630,106.0
631,155.0
632,170.0
633,129.0
634,138.0
635,173.0
636,118.0
637,131.0
638,148.0
639,149.0
640,154.0
641,140.0
642,160.0
643,159.0
644,153.0
645,171.0
646,98.0
647,101.0
648,162.0
649,133.0
650,256.0
651,325.0
652,156.0
653,166.0
654,125.0
655,102.0
656,125.0
657,139.0
658,130.0
659,126.0
660,133.0
661,138.0
662,141.0
663,152.0
664,123.0
665,148.0
666,122.0
667,168.0
668,201.0
669,275.0
670,441.0
671,163.0
672,306.0
673,180.0
674,133.0
675,119.0
676,117.0
677,119.0
678,116.0
679,126.0
680,119.0
681,98.0
682,100.0
683,118.0
684,118.0
685,115.0
686,116.0
687,122.0
688,120.0
689,125.0
690,117.0
691,86.0
692,291.0
693,85.0
694,127.0
695,124.0
696,123.0
697,538.0
698,121.0
699,120.0
700,119.0
701,106.0
702,114.0
703,120.0
704,119.0
705,118.0
706,236.0
707,620.0
708,297.0
709,253.0
710,229.0
711,658.0
712,273.0
713,198.0
714,126.0
715,131.0
716,133.0
717,123.0
718,151.0
719,169.0
720,586.0
721,1279.0
722,135.0
723,135.0
724,123.0
725,170.0
726,175.0
727,184.0
728,569.0
729,235.0
730,256.0
731,190.0
732,120.0
733,127.0
734,119.0
735,397.0
736,136.0
737,148.0
738,350.0
739,214.0
740,156.0
741,132.0
742,284.0
743,545.0
744,256.0
745,232.0
746,290.0
747,219.0
748,875.0
749,231.0
750,131.0
751,196.0
752,127.0
753,116.0
754,112.0
755,118.0
756,128.0
757,112.0
758,375.0
759,119.0
760,100.0
761,144.0
762,114.0
763,123.0
764,116.0
765,130.0
766,118.0
767,133.0
768,182.0
769,117.0
770,126.0
771,140.0
772,135.0
773,300.0
774,144.0
775,233.0
776,136.0
777,271.0
778,849.0
779,207.0
780,272.0
781,341.0
782,114.0
783,216.0
784,133.0
785,136.0
786,479.0
787,162.0
788,169.0
789,131.0
790,283.0
791,259.0
792,217.0
793,350.0
794,403.0
795,133.0
796,132.0
797,121.0
798,469.0
799,132.0
800,131.0
801,137.0
802,137.0
803,97.0
804,123.0
805,171.0
806,125.0
807,122.0
808,125.0
809,130.0
810,927.0
811,122.0
812,86.0
813,97.0
814,123.0
815,127.0
816,126.0
817,680.0
818,158.0
819,127.0
820,120.0
821,126.0
822,151.0
823,140.0
824,113.0
825,158.0
826,225.0
827,113.0
828,385.0
829,194.0
830,151.0
831,160.0
832,105.0
833,381.0
834,205.0
835,258.0
836,239.0
837,410.0
838,171.0
839,251.0
840,200.0
841,1187.0
842,447.0
843,703.0
844,534.0
845,270.0
846,289.0
847,604.0
848,454.0
849,777.0
850,1020.0
851,224.0
852,123.0
853,144.0
854,348.0
855,165.0
856,353.0
857,182.0
858,127.0
859,115.0
860,133.0
861,171.0
862,166.0
863,143.0
864,180.0
865,193.0
866,134.0
867,179.0
868,127.0
869,136.0
870,112.0
871,135.0
872,116.0
873,121.0
874,571.0
875,232.0
876,120.0
877,111.0
878,132.0
879,136.0
880,113.0
881,117.0
882,90.0
883,115.0
884,95.0
885,119.0
886,189.0
887,343.0
888,141.0
889,144.0
890,136.0
891,497.0
892,271.0
893,129.0
894,110.0
895,109.0
896,112.0
897,111.0
898,110.0
899,105.0
900,126.0
901,123.0
902,123.0
903,125.0
904,179.0
905,131.0
906,244.0
907,762.0
908,135.0
909,200.0
910,120.0
911,115.0
912,114.0
913,342.0
914,113.0
915,113.0
916,117.0
917,126.0
918,107.0
919,113.0
920,129.0
921,130.0
922,120.0
923,131.0
924,128.0
925,122.0
926,121.0
927,117.0
928,122.0
929,133.0
930,110.0
931,127.0
932,158.0
933,230.0
934,157.0
935,335.0
936,175.0
937,224.0
938,158.0
939,117.0
940,205.0
941,238.0
942,467.0
943,752.0
944,204.0
