0,598.0
1,526.0
2,286.0
3,665.0
4,527.0
5,739.0
6,187.0
7,186.0
8,207.0
9,193.0
10,206.0
11,184.0
12,117.0
13,194.0
14,212.0
15,407.0
16,3476.0
17,115.0
18,115.0
19,115.0
20,119.0
21,118.0
22,124.0
23,115.0
24,147.0
25,159.0
26,203.0
27,93.0
28,121.0
29,114.0
30,111.0
31,177.0
32,359.0
33,115.0
34,457.0
35,234.0
36,191.0
37,179.0
38,358.0
39,322.0
40,134.0
41,123.0
42,181.0
43,160.0
44,123.0
45,180.0
46,127.0
47,273.0
48,120.0
49,117.0
50,114.0
51,239.0
52,137.0
53,277.0
54,206.0
55,110.0
56,440.0
57,109.0
58,120.0
59,114.0
60,113.0
61,102.0
62,381.0
63,123.0
64,307.0
65,237.0
66,199.0
67,89.0
68,207.0
69,206.0
70,213.0
71,207.0
72,180.0
73,437.0
74,430.0
75,198.0
76,139.0
77,303.0
78,216.0
79,134.0
80,339.0
81,97.0
82,184.0
83,122.0
84,150.0
85,203.0
86,263.0
87,408.0
88,858.0
89,213.0
90,255.0
91,202.0
92,273.0
93,149.0
94,199.0
95,115.0
96,407.0
97,132.0
98,510.0
99,134.0
100,223.0
101,232.0
102,320.0
103,259.0
104,133.0
105,191.0
106,205.0
107,185.0
108,167.0
109,83.0
110,78.0
111,299.0
112,197.0
113,201.0
114,192.0
115,199.0
116,212.0
117,146.0
118,210.0
119,139.0
120,216.0
121,139.0
122,105.0
123,266.0
124,202.0
125,146.0
126,144.0
127,141.0
128,201.0
129,147.0
130,175.0
131,143.0
132,207.0
133,195.0
134,113.0
135,196.0
136,105.0
137,104.0
138,100.0
139,135.0
140,106.0
141,101.0
142,203.0
143,114.0
144,136.0
145,203.0
146,161.0
147,215.0
148,426.0
149,98.0
150,369.0
151,156.0
152,225.0
153,103.0
154,243.0
155,191.0
156,205.0
157,165.0
158,194.0
159,197.0
160,191.0
161,280.0
162,154.0
163,205.0
164,109.0
165,681.0
166,146.0
167,134.0
168,104.0
169,210.0
170,230.0
171,123.0
172,192.0
173,164.0
174,99.0
175,139.0
176,136.0
177,194.0
178,133.0
179,198.0
180,129.0
181,163.0
182,202.0
183,120.0
184,649.0
185,553.0
186,392.0
187,367.0
188,397.0
189,114.0
190,180.0
191,219.0
192,136.0
193,137.0
194,564.0
195,199.0
196,152.0
197,99.0
198,123.0
199,1213.0
200,144.0
201,163.0
202,145.0
203,159.0
204,203.0
205,169.0
206,434.0
207,702.0
208,216.0
209,90.0
210,108.0
211,74.0
212,73.0
213,303.0
214,316.0
215,266.0
216,561.0
217,264.0
218,170.0
219,198.0
220,217.0
221,158.0
222,546.0
223,599.0
224,154.0
225,163.0
226,160.0
227,196.0
228,169.0
229,168.0
230,524.0
231,112.0
232,110.0
233,120.0
234,142.0
235,112.0
236,119.0
237,152.0
238,125.0
